,NumberofOrders,YearlyIncome,SalesAmt,Age,NumberItems,city2,gender2,gender,city,Clusterlabel
3677,2,100000.0,3917.5425,42,3,161,0,F,Milsons Point,3
3678,1,30000.0,39.99,51,2,240,0,F,Suresnes,1
3679,1,40000.0,1759.97,44,3,212,0,F,Saarlouis,1
3680,3,110000.0,8308.59,68,7,116,0,F,Hamburg,3
3681,1,40000.0,1145.48,48,2,212,0,F,Saarlouis,1
3682,2,40000.0,3110.0525,45,3,185,1,M,Oxford,1
3683,1,70000.0,23.97,75,3,103,1,M,Everett,0
3684,1,60000.0,64.47,52,3,38,1,M,Burnaby,0
3685,1,70000.0,4.99,63,1,36,1,M,Burien,0
3686,1,20000.0,64.97,60,3,14,1,M,Beverly Hills,1
3687,1,20000.0,37.27,50,3,257,1,M,Watford,1
3688,2,40000.0,1567.46,49,4,214,1,M,Saint Ouen,1
3689,1,10000.0,42.28,39,3,34,1,M,Brisbane,1
3690,1,20000.0,561.48,60,2,190,1,M,Paris,1
3691,2,30000.0,4118.26,63,2,34,1,M,Brisbane,1
3692,2,110000.0,4387.23,39,5,245,1,M,Townsville,3
3693,1,50000.0,7.28,48,2,132,1,M,Lake Oswego,0
3694,1,60000.0,56.97,54,2,0,1,M,Ballard,0
3695,3,60000.0,192.04,60,7,137,1,M,Langley,0
3696,1,70000.0,4.99,43,1,76,1,M,Coffs Harbour,0
3697,3,90000.0,6797.1482,53,5,9,1,M,Bendigo,3
3698,2,130000.0,5929.23,56,4,173,1,M,Newport Beach,2
3699,2,60000.0,50.23,45,4,233,1,M,Spring Valley,0
3700,1,60000.0,4.99,51,1,35,1,M,Burbank,0
3701,2,70000.0,4487.1582,41,3,142,1,M,Lemon Grove,0
3702,2,70000.0,145.96,49,4,199,1,M,Puyallup,0
3703,1,130000.0,539.99,52,1,91,1,M,Downey,2
3704,1,10000.0,14.98,64,2,265,1,M,Woodland Hills,1
3705,1,30000.0,64.47,41,3,169,1,M,National City,1
3706,2,30000.0,61.96,41,3,255,1,M,Warrington,1
3707,1,60000.0,35.23,66,3,203,1,M,Renton,0
3708,2,70000.0,69.99,45,2,151,1,M,Lynnwood,0
3709,1,70000.0,2316.97,66,2,126,1,M,Issaquah,0
3710,1,80000.0,2439.99,56,2,223,1,M,Santa Monica,3
3711,1,170000.0,4.99,61,1,257,1,M,Watford,2
3712,1,10000.0,23.78,42,2,108,1,M,Gateshead,1
3713,1,10000.0,69.99,45,1,92,1,M,Drancy,1
3714,3,70000.0,6817.1382,48,5,234,0,F,Springwood,0
3715,2,110000.0,6044.59,48,5,42,0,F,Caloundra,3
3716,1,20000.0,553.97,51,3,214,0,F,Saint Ouen,1
3717,1,20000.0,548.98,58,2,148,0,F,London,1
3718,2,10000.0,155.94,59,5,161,0,F,Milsons Point,1
3719,1,20000.0,574.98,38,2,95,0,F,Dunkerque,1
3720,1,10000.0,68.49,59,2,13,0,F,Berlin,1
3721,2,20000.0,4228.72,37,6,196,1,M,Port Macquarie,1
3722,3,50000.0,211.01,47,10,158,1,M,Metchosin,0
3723,1,50000.0,78.48,47,3,199,1,M,Puyallup,0
3724,1,80000.0,607.96,40,4,218,1,M,San Carlos,3
3725,1,170000.0,1120.49,58,1,244,1,M,Torrance,2
3726,1,50000.0,2329.98,44,2,174,1,M,Newton,0
3727,1,60000.0,1764.96,41,4,97,1,M,Edmonds,0
3728,1,60000.0,782.99,47,1,174,1,M,Newton,0
3729,2,170000.0,5838.05,53,3,265,1,M,Woodland Hills,2
3730,2,10000.0,4752.75,41,3,245,1,M,Townsville,1
3731,1,20000.0,548.98,60,2,95,1,M,Dunkerque,1
3732,1,40000.0,59.98,39,2,130,1,M,Kirkland,1
3733,2,40000.0,1503.5782,57,3,244,1,M,Torrance,1
3734,1,80000.0,28.99,56,1,221,1,M,San Gabriel,3
3735,1,60000.0,61.97,54,3,171,1,M,Newcastle,0
3736,1,70000.0,685.47,44,4,8,1,M,Bellingham,0
3737,2,70000.0,4659.9025,54,3,155,1,M,Matraville,0
3738,1,30000.0,2419.06,40,2,60,1,M,Chatou,1
3739,1,40000.0,14.98,42,2,4,1,M,Beaverton,1
3740,1,30000.0,539.99,60,1,148,1,M,London,1
3741,1,90000.0,603.49,52,2,239,1,M,Sunbury,3
3742,2,60000.0,1809.3975,68,5,37,1,M,Burlingame,0
3743,1,20000.0,4.99,72,1,171,1,M,Newcastle,1
3744,1,30000.0,80.96,40,3,10,1,M,Berkeley,1
3745,1,20000.0,38.98,47,2,13,1,M,Berlin,1
3746,1,90000.0,4.99,70,1,23,1,M,Bottrop,3
3747,1,60000.0,3578.27,59,1,133,0,F,Lakewood,0
3748,2,30000.0,2511.26,59,4,236,0,F,Stoke-on-Trent,1
3749,2,60000.0,1839.9175,41,3,163,0,F,Milwaukie,0
3750,1,70000.0,2384.07,46,1,181,0,F,Olympia,0
3751,1,30000.0,6.28,69,2,154,0,F,Marysville,1
3752,1,30000.0,3578.27,39,1,158,0,F,Metchosin,1
3753,3,60000.0,193.97,43,4,135,1,M,Lane Cove,0
3754,2,40000.0,5976.74,49,5,268,1,M,York,1
3755,1,30000.0,1155.48,46,2,106,1,M,Frankfurt am Main,1
3756,3,120000.0,7232.37,57,7,118,1,M,Hannover,2
3757,2,20000.0,4733.75,39,3,34,0,F,Brisbane,1
3758,1,30000.0,56.97,38,2,170,0,F,Neunkirchen,1
3759,1,10000.0,14.98,70,2,138,0,F,Lavender Bay,1
3760,3,40000.0,7023.77,44,9,148,0,F,London,1
3761,1,60000.0,130.56,78,5,33,0,F,Bremerton,0
3762,2,90000.0,4368.6996,46,3,109,0,F,Geelong,3
3763,1,10000.0,6.28,74,2,104,0,F,Findon,1
3764,2,70000.0,4416.3796,62,5,175,0,F,North Ryde,0
3765,1,30000.0,60.47,42,3,249,0,F,Versailles,1
3766,2,30000.0,2562.46,45,4,183,1,M,Orleans,1
3767,3,40000.0,4970.6096,45,9,214,1,M,Saint Ouen,1
3768,2,10000.0,41.27,41,3,153,1,M,Malabar,1
3769,1,10000.0,39.98,61,2,208,1,M,Roubaix,1
3770,2,20000.0,2992.33,58,3,238,1,M,Sulzbach Taunus,1
3771,1,70000.0,2419.06,45,2,83,1,M,Coronado,0
3772,1,80000.0,36.59,52,2,221,1,M,San Gabriel,3
3773,2,90000.0,4624.9125,42,2,122,1,M,Hobart,3
3774,2,130000.0,3157.97,96,3,129,1,M,Kirkby,2
3775,1,60000.0,564.99,51,1,91,1,M,Downey,0
3776,1,70000.0,574.98,42,2,201,1,M,Redmond,0
3777,2,80000.0,4693.8825,62,5,109,1,M,Geelong,3
3778,1,10000.0,69.97,61,3,215,1,M,Saint-Denis,1
3779,1,40000.0,29.48,43,2,174,1,M,Newton,1
3780,1,40000.0,1134.47,43,3,233,1,M,Spring Valley,1
3781,1,40000.0,2071.4196,77,1,4,1,M,Beaverton,1
3782,2,60000.0,1413.93,50,6,124,1,M,Imperial Beach,0
3783,2,90000.0,3211.45,55,6,91,1,M,Downey,3
3784,1,70000.0,4.99,60,1,261,1,M,Westminster,0
3785,1,70000.0,39.98,64,2,33,1,M,Bremerton,0
3786,1,10000.0,14.23,59,3,87,0,F,Croix,1
3787,1,40000.0,27.28,47,2,18,0,F,Birmingham,1
3788,1,40000.0,1120.49,52,1,108,0,F,Gateshead,1
3789,2,60000.0,1912.47,50,3,204,0,F,Rhodes,0
3790,1,60000.0,1799.48,47,3,10,0,F,Berkeley,0
3791,2,80000.0,4364.84,48,6,33,0,F,Bremerton,3
3792,2,100000.0,6021.62,52,2,96,0,F,East Brisbane,3
3793,1,40000.0,94.48,41,2,4,0,F,Beaverton,1
3794,3,40000.0,6958.8,47,6,148,0,F,London,1
3795,2,70000.0,127.47,56,4,234,0,F,Springwood,0
3796,1,100000.0,2297.28,44,2,10,0,F,Berkeley,3
3797,1,20000.0,68.97,46,3,229,0,F,Solingen,1
3798,3,20000.0,4734.29,69,7,256,0,F,Warrnambool,1
3799,1,120000.0,119.98,63,2,106,0,F,Frankfurt am Main,2
3800,2,60000.0,6089.59,44,5,204,0,F,Rhodes,0
3801,1,60000.0,39.98,54,2,82,0,F,Concord,0
3802,3,110000.0,6974.0625,73,9,129,0,F,Kirkby,3
3803,4,120000.0,9954.26,64,12,194,0,F,Poing,2
3804,1,40000.0,1754.98,50,2,190,0,F,Paris,1
3805,2,30000.0,3021.0225,46,5,257,0,F,Watford,1
3806,2,60000.0,1631.46,66,4,7,0,F,Bellflower,0
3807,1,20000.0,22.97,76,3,114,0,F,Grevenbroich,1
3808,1,40000.0,1147.77,46,3,148,0,F,London,1
3809,1,40000.0,562.96,65,4,42,0,F,Caloundra,1
3810,3,40000.0,8223.02,66,6,109,0,F,Geelong,1
3811,2,20000.0,1248.0782,63,3,192,0,F,Perth,1
3812,2,120000.0,1322.98,38,2,228,0,F,Silverwater,2
3813,1,130000.0,2344.96,62,4,217,1,M,Salzgitter,2
3814,1,30000.0,1170.48,57,2,185,0,F,Oxford,1
3815,2,10000.0,4043.46,72,5,234,0,F,Springwood,1
3816,1,20000.0,32.6,42,1,190,0,F,Paris,1
3817,3,20000.0,8127.51,47,7,185,0,F,Oxford,1
3818,1,10000.0,33.98,54,2,211,1,M,Saarbrücken,1
3819,1,80000.0,48.97,46,3,8,1,M,Bellingham,3
3820,1,100000.0,198.99,65,3,189,1,M,Pantin,3
3821,1,160000.0,4.99,71,1,200,1,M,Reading,2
3822,1,30000.0,539.99,47,1,125,1,M,Ingolstadt,1
3823,1,160000.0,2514.61,51,5,236,1,M,Stoke-on-Trent,2
3824,1,80000.0,60.47,53,3,176,0,F,North Sydney,3
3825,2,10000.0,2739.8975,58,5,167,0,F,Münster,1
3826,2,30000.0,4355.71,54,3,93,0,F,Dresden,1
3827,2,60000.0,3337.0425,51,3,75,0,F,Cloverdale,0
3828,1,60000.0,146.97,54,3,168,1,M,N. Vancouver,0
3829,2,130000.0,5793.05,82,3,259,1,M,West Covina,2
3830,1,30000.0,27.28,68,2,99,1,M,El Cajon,1
3831,2,10000.0,4698.76,37,2,156,1,M,Melbourne,1
3832,1,20000.0,565.47,37,3,202,1,M,Redwood City,1
3833,1,40000.0,39.98,39,2,203,1,M,Renton,1
3834,1,70000.0,23.97,70,3,130,1,M,Kirkland,0
3835,1,40000.0,1147.77,51,3,131,0,F,La Jolla,1
3836,1,40000.0,75.97,84,2,263,0,F,Wollongong,1
3837,1,50000.0,133.49,53,2,178,0,F,Oak Bay,0
3838,1,100000.0,89.97,49,3,126,0,F,Issaquah,3
3839,1,70000.0,32.28,59,2,88,0,F,Daly City,0
3840,1,10000.0,187.98,50,3,212,1,M,Saarlouis,1
3841,1,40000.0,1728.27,54,3,237,1,M,Stuttgart,1
3842,2,70000.0,30.97,42,2,104,1,M,Findon,0
3843,1,70000.0,7.28,42,2,245,1,M,Townsville,0
3844,2,70000.0,1903.48,47,2,96,1,M,East Brisbane,0
3845,2,70000.0,3970.5225,47,5,228,1,M,Silverwater,0
3846,1,10000.0,811.32,41,4,235,1,M,St. Leonards,1
3847,2,70000.0,4144.34,61,2,157,1,M,Melton,0
3848,2,10000.0,2781.5425,50,3,212,1,M,Saarlouis,1
3849,2,10000.0,2779.9075,80,4,164,1,M,Morangis,1
3850,1,80000.0,69.99,37,1,196,1,M,Port Macquarie,3
3851,1,60000.0,562.96,68,4,36,1,M,Burien,0
3852,1,10000.0,123.48,52,3,164,1,M,Morangis,1
3853,1,40000.0,1155.48,54,2,127,1,M,Kassel,1
3854,1,60000.0,29.48,47,2,231,1,M,South Melbourne,0
3855,1,80000.0,166.28,42,3,153,1,M,Malabar,3
3856,3,90000.0,6842.1182,52,8,89,1,M,Darlinghurst,3
3857,2,120000.0,4346.3782,48,3,224,1,M,Seaford,2
3858,1,20000.0,539.99,65,1,14,1,M,Beverly Hills,1
3859,2,30000.0,4414.72,40,5,125,1,M,Ingolstadt,1
3860,1,30000.0,3.99,50,1,240,1,M,Suresnes,1
3861,2,40000.0,5279.26,53,2,112,1,M,Gold Coast,1
3862,1,80000.0,578.46,57,4,138,1,M,Lavender Bay,3
3863,2,20000.0,4647.8825,39,5,217,1,M,Salzgitter,1
3864,1,20000.0,742.35,63,1,192,1,M,Perth,1
3865,2,60000.0,81.24,53,6,205,1,M,Rockhampton,0
3866,2,70000.0,6056.51,37,4,239,1,M,Sunbury,0
3867,2,100000.0,1390.95,49,5,9,1,M,Bendigo,3
3868,2,110000.0,6060.5,49,5,113,1,M,Goulburn,3
3869,1,20000.0,2071.4196,61,1,159,1,M,Metz,1
3870,4,90000.0,8053.4096,73,10,170,0,F,Neunkirchen,3
3871,1,10000.0,28.99,51,1,184,0,F,Orly,1
3872,2,120000.0,4207.32,47,4,171,0,F,Newcastle,2
3873,3,60000.0,5718.6596,55,9,9,1,M,Bendigo,0
3874,1,70000.0,123.98,51,2,119,1,M,Hawthorne,0
3875,1,60000.0,4.99,42,1,33,1,M,Bremerton,0
3876,2,60000.0,3907.5425,74,3,263,1,M,Wollongong,0
3877,1,20000.0,71.58,52,3,92,1,M,Drancy,1
3878,3,30000.0,6729.57,45,7,39,1,M,Bury,1
3879,1,160000.0,2492.32,52,4,148,1,M,London,2
3880,1,30000.0,38.98,39,2,148,1,M,London,1
3881,1,60000.0,2466.32,44,4,14,1,M,Beverly Hills,0
3882,1,80000.0,574.98,57,2,161,1,M,Milsons Point,3
3883,1,30000.0,29.99,77,1,253,0,F,W. York,1
3884,1,10000.0,756.33,39,3,86,0,F,Cranbourne,1
3885,1,20000.0,4.99,58,1,185,0,F,Oxford,1
3886,1,40000.0,3578.27,58,1,7,0,F,Bellflower,1
3887,2,90000.0,4713.8925,43,4,155,0,F,Matraville,3
3888,1,40000.0,4.99,43,1,10,0,F,Berkeley,1
3889,1,70000.0,539.99,61,1,9,0,F,Bendigo,0
3890,1,80000.0,69.97,65,3,148,0,F,London,3
3891,1,90000.0,25.48,73,2,194,0,F,Poing,3
3892,1,10000.0,39.98,96,2,90,1,M,Darmstadt,1
3893,1,70000.0,567.76,67,4,221,1,M,San Gabriel,0
3894,1,30000.0,553.97,49,3,148,1,M,London,1
3895,2,70000.0,4389.59,39,5,35,1,M,Burbank,0
3896,2,80000.0,4659.8025,62,4,175,1,M,North Ryde,3
3897,1,130000.0,2443.35,49,1,106,1,M,Frankfurt am Main,2
3898,2,20000.0,106.26,105,5,2,1,M,Basingstoke Hants,1
3899,1,20000.0,39.98,57,2,20,1,M,Bobigny,1
3900,2,60000.0,3586.81,49,5,112,1,M,Gold Coast,0
3901,2,80000.0,4498.4596,44,5,223,1,M,Santa Monica,3
3902,1,90000.0,2380.47,78,3,181,1,M,Olympia,3
3903,1,40000.0,32.28,39,2,149,1,M,Long Beach,1
3904,1,50000.0,4.99,44,1,267,1,M,Yakima,0
3905,1,50000.0,123.98,76,2,203,1,M,Renton,0
3906,2,60000.0,101.26,47,5,132,1,M,Lake Oswego,0
3907,1,60000.0,1789.45,48,5,139,1,M,Lebanon,0
3908,2,60000.0,2891.7296,51,6,37,1,M,Burlingame,0
3909,1,70000.0,2322.28,76,2,227,1,M,Shawnee,0
3910,1,10000.0,578.46,51,4,63,1,M,Cheltenham,1
3911,1,30000.0,782.99,60,1,178,1,M,Oak Bay,1
3912,1,30000.0,58.98,61,2,232,1,M,Spokane,1
3913,1,40000.0,69.97,46,3,202,1,M,Redwood City,1
3914,1,60000.0,21.98,55,1,78,1,M,Colma,0
3915,2,30000.0,4767.73,70,5,34,1,M,Brisbane,1
3916,1,60000.0,14.98,44,2,126,1,M,Issaquah,0
3917,1,90000.0,2334.97,52,3,227,1,M,Shawnee,3
3918,28,90000.0,1189.33,61,59,117,1,M,Haney,3
3919,1,60000.0,2438.06,64,2,218,1,M,San Carlos,0
3920,1,70000.0,64.97,58,3,219,1,M,San Diego,0
3921,1,30000.0,37.27,39,3,268,1,M,York,1
3922,1,80000.0,3.99,74,1,242,1,M,Sèvres,3
3923,1,50000.0,114.96,76,4,233,1,M,Spring Valley,0
3924,1,60000.0,1735.98,53,2,36,1,M,Burien,0
3925,1,60000.0,23.97,71,3,197,1,M,Port Orchard,0
3926,2,80000.0,3136.59,50,7,179,1,M,Oakland,3
3927,1,80000.0,71.97,62,2,21,1,M,Bonn,3
3928,1,90000.0,23.97,44,3,14,1,M,Beverly Hills,3
3929,2,90000.0,98.96,50,4,122,1,M,Hobart,3
3930,1,110000.0,32.28,49,2,91,1,M,Downey,3
3931,1,30000.0,83.97,57,3,229,1,M,Solingen,1
3932,1,60000.0,13.98,45,2,264,1,M,Woodburn,0
3933,1,70000.0,38.88,43,3,154,1,M,Marysville,0
3934,2,70000.0,3127.25,65,4,203,1,M,Renton,0
3935,1,40000.0,1763.97,64,3,178,1,M,Oak Bay,1
3936,1,70000.0,2362.27,67,4,181,1,M,Olympia,0
3937,1,30000.0,58.47,54,3,251,1,M,Villeneuve-d'Ascq,1
3938,1,80000.0,28.98,61,2,259,1,M,West Covina,3
3939,1,30000.0,1147.77,76,3,63,0,F,Cheltenham,1
3940,1,70000.0,39.99,51,2,86,0,F,Cranbourne,0
3941,2,80000.0,82.26,40,4,89,0,F,Darlinghurst,3
3942,1,30000.0,1223.84,45,2,164,0,F,Morangis,1
3943,1,30000.0,59.91,39,4,190,0,F,Paris,1
3944,1,30000.0,1164.47,37,3,213,0,F,Saint Germain en Laye,1
3945,2,30000.0,66.95,39,4,111,0,F,Gloucestershire,1
3946,1,110000.0,2322.28,52,2,82,0,F,Concord,3
3947,1,10000.0,24.99,45,1,13,0,F,Berlin,1
3948,2,20000.0,60.47,44,3,148,0,F,London,1
3949,2,30000.0,2790.5325,79,4,268,0,F,York,1
3950,1,60000.0,39.98,71,2,33,0,F,Bremerton,0
3951,1,80000.0,69.97,44,3,113,0,F,Goulburn,3
3952,2,90000.0,4444.0682,50,5,155,0,F,Matraville,3
3953,3,130000.0,6864.9496,53,6,42,0,F,Caloundra,2
3954,2,70000.0,4391.4096,56,2,122,0,F,Hobart,0
3955,2,10000.0,4503.0482,57,7,190,0,F,Paris,1
3956,1,20000.0,1228.83,50,3,190,0,F,Paris,1
3957,2,20000.0,2753.8225,52,5,102,0,F,Essen,1
3958,2,30000.0,2435.0782,53,3,144,0,F,Lieusaint,1
3959,1,20000.0,1170.48,42,2,255,0,F,Warrington,1
3960,2,40000.0,3623.32,77,4,196,1,M,Port Macquarie,1
3961,1,10000.0,54.98,60,2,13,0,F,Berlin,1
3962,1,30000.0,71.97,46,2,187,0,F,Paderborn,1
3963,2,80000.0,6056.51,39,4,9,0,F,Bendigo,3
3964,2,60000.0,4648.31,50,5,66,0,F,Chula Vista,0
3965,2,70000.0,4404.0782,45,3,263,1,M,Wollongong,0
3966,1,20000.0,742.35,73,1,231,1,M,South Melbourne,1
3967,1,40000.0,106.96,57,3,14,1,M,Beverly Hills,1
3968,2,60000.0,64.26,60,4,33,1,M,Bremerton,0
3969,3,40000.0,5651.2496,64,5,75,1,M,Cloverdale,1
3970,2,40000.0,4828.11,67,3,261,1,M,Westminster,1
3971,2,70000.0,94.47,48,3,234,1,M,Springwood,0
3972,2,90000.0,4480.73,43,5,156,1,M,Melbourne,3
3973,2,20000.0,5908.25,52,3,183,1,M,Orleans,1
3974,1,10000.0,27.77,79,3,32,0,F,Braunschweig,1
3975,1,10000.0,39.98,52,2,189,0,F,Pantin,1
3976,3,20000.0,6525.56,71,10,156,0,F,Melbourne,1
3977,3,40000.0,4977.8596,40,7,13,0,F,Berlin,1
3978,1,70000.0,39.98,58,2,231,0,F,South Melbourne,0
3979,1,50000.0,2049.0982,43,1,36,0,F,Burien,0
3980,2,20000.0,4379.0782,56,3,190,1,M,Paris,1
3981,2,50000.0,61.78,87,3,83,1,M,Coronado,0
3982,2,20000.0,1239.0882,40,2,96,1,M,East Brisbane,1
3983,2,40000.0,4516.5325,62,4,33,1,M,Bremerton,1
3984,2,20000.0,3785.0782,38,3,228,1,M,Silverwater,1
3985,1,60000.0,1183.47,45,3,263,1,M,Wollongong,0
3986,1,40000.0,1155.48,37,2,214,1,M,Saint Ouen,1
3987,1,60000.0,69.97,81,3,8,1,M,Bellingham,0
3988,2,10000.0,2626.3896,38,4,228,1,M,Silverwater,1
3989,1,60000.0,34.47,51,3,155,1,M,Matraville,0
3990,3,120000.0,6787.7596,72,5,148,1,M,London,2
3991,1,70000.0,89.46,60,4,35,1,M,Burbank,0
3992,2,80000.0,4343.59,48,5,66,1,M,Chula Vista,3
3993,2,30000.0,2753.8225,46,5,148,1,M,London,1
3994,2,10000.0,2753.5225,57,4,186,1,M,Oxon,1
3995,1,30000.0,617.47,42,4,148,1,M,London,1
3996,1,90000.0,36.27,53,3,190,1,M,Paris,3
3997,3,160000.0,8301.31,61,5,200,1,M,Reading,2
3998,1,80000.0,142.45,65,5,249,0,F,Versailles,3
3999,1,70000.0,49.97,65,3,66,0,F,Chula Vista,0
4000,1,10000.0,548.98,54,2,191,0,F,Paris La Defense,1
4001,1,70000.0,7.28,51,2,153,0,F,Malabar,0
4002,1,30000.0,35.0,65,1,33,0,F,Bremerton,1
4003,2,60000.0,4476.5525,61,2,7,0,F,Bellflower,0
4004,1,70000.0,7.28,74,2,137,0,F,Langley,0
4005,1,80000.0,7.28,54,2,230,0,F,Sooke,3
4006,1,100000.0,58.98,46,2,120,0,F,Hervey Bay,3
4007,2,130000.0,4533.5225,56,4,149,0,F,Long Beach,2
4008,1,60000.0,2341.46,51,3,178,0,F,Oak Bay,0
4009,2,60000.0,1631.46,55,4,110,0,F,Glendale,0
4010,2,70000.0,4442.1582,47,3,173,0,F,Newport Beach,0
4011,2,70000.0,115.96,60,4,97,0,F,Edmonds,0
4012,1,70000.0,2475.95,64,2,82,0,F,Concord,0
4013,1,100000.0,96.46,75,3,198,0,F,Portland,3
4014,1,10000.0,2419.06,40,2,196,0,F,Port Macquarie,1
4015,1,30000.0,119.98,52,2,261,0,F,Westminster,1
4016,1,30000.0,86.95,69,4,201,0,F,Redmond,1
4017,1,30000.0,27.28,70,2,222,0,F,Santa Cruz,1
4018,1,40000.0,2371.96,39,3,4,0,F,Beaverton,1
4019,1,40000.0,1155.48,43,2,202,0,F,Redwood City,1
4020,2,60000.0,4835.29,39,6,218,0,F,San Carlos,0
4021,1,60000.0,39.98,42,2,133,0,F,Lakewood,0
4022,1,60000.0,1184.46,57,4,142,0,F,Lemon Grove,0
4023,2,70000.0,4814.04,65,5,247,0,F,Vancouver,0
4024,1,80000.0,7.28,51,2,103,0,F,Everett,3
4025,2,80000.0,6089.59,63,5,231,1,M,South Melbourne,3
4026,2,70000.0,1371.95,56,5,235,1,M,St. Leonards,0
4027,2,60000.0,3302.0525,56,2,235,1,M,St. Leonards,0
4028,1,110000.0,539.99,43,1,10,1,M,Berkeley,3
4029,2,20000.0,37.97,70,3,192,1,M,Perth,1
4030,1,20000.0,1750.98,48,2,257,1,M,Watford,1
4031,2,40000.0,1611.96,53,4,83,0,F,Coronado,1
4032,3,40000.0,6910.5925,55,6,93,0,F,Dresden,1
4033,1,60000.0,34.98,80,2,65,0,F,Chicago,0
4034,3,80000.0,386.96,51,6,112,0,F,Gold Coast,3
4035,1,30000.0,574.98,50,2,140,0,F,Leeds,1
4036,1,30000.0,1739.46,57,4,268,0,F,York,1
4037,1,60000.0,1735.98,48,2,202,0,F,Redwood City,0
4038,1,60000.0,1754.98,53,2,209,0,F,Royal Oak,0
4039,1,60000.0,564.99,72,1,174,0,F,Newton,0
4040,1,120000.0,32.28,72,2,140,0,F,Leeds,2
4041,2,70000.0,255.27,46,5,150,0,F,Los Angeles,0
4042,1,130000.0,2521.31,52,5,221,0,F,San Gabriel,2
4043,1,20000.0,553.97,48,3,124,0,F,Imperial Beach,1
4044,1,30000.0,59.98,41,2,110,0,F,Glendale,1
4045,1,40000.0,94.48,67,2,221,0,F,San Gabriel,1
4046,2,40000.0,77.27,70,4,4,0,F,Beaverton,1
4047,1,40000.0,119.98,70,2,250,0,F,Victoria,1
4048,1,90000.0,7.28,51,2,139,0,F,Lebanon,3
4049,1,30000.0,4.99,39,1,258,0,F,Werne,1
4050,1,60000.0,39.98,61,2,252,0,F,W. Linn,0
4051,1,10000.0,39.98,54,2,190,0,F,Paris,1
4052,2,40000.0,5972.73,43,6,179,1,M,Oakland,1
4053,1,40000.0,8.99,52,1,170,1,M,Neunkirchen,1
4054,1,60000.0,29.99,41,1,86,1,M,Cranbourne,0
4055,1,60000.0,84.96,59,4,252,1,M,W. Linn,0
4056,2,70000.0,4516.5325,70,4,244,1,M,Torrance,0
4057,1,50000.0,1735.98,81,2,84,1,M,Corvallis,0
4058,1,60000.0,46.47,46,2,182,1,M,Oregon City,0
4059,1,60000.0,71.97,59,2,232,1,M,Spokane,0
4060,2,70000.0,5898.26,46,2,103,1,M,Everett,0
4061,1,10000.0,69.46,51,4,212,1,M,Saarlouis,1
4062,1,20000.0,28.99,53,1,20,1,M,Bobigny,1
4063,1,30000.0,791.32,39,4,133,1,M,Lakewood,1
4064,1,60000.0,56.97,62,2,219,1,M,San Diego,0
4065,1,40000.0,7.28,42,2,169,1,M,National City,1
4066,1,70000.0,804.48,62,2,146,1,M,Lincoln Acres,0
4067,2,70000.0,5903.19,69,4,177,1,M,Novato,0
4068,1,90000.0,69.97,53,3,132,1,M,Lake Oswego,3
4069,3,30000.0,302.03,40,8,230,1,M,Sooke,1
4070,1,80000.0,64.97,63,3,8,1,M,Bellingham,3
4071,1,40000.0,81.46,79,3,235,1,M,St. Leonards,1
4072,1,60000.0,90.95,51,4,14,1,M,Beverly Hills,0
4073,1,90000.0,78.98,40,2,120,1,M,Hervey Bay,3
4074,2,90000.0,2152.1975,48,5,256,1,M,Warrnambool,3
4075,1,30000.0,4.99,62,1,37,1,M,Burlingame,1
4076,2,20000.0,2537.97,50,3,189,1,M,Pantin,1
4077,2,20000.0,1239.0882,38,2,138,0,F,Lavender Bay,1
4078,1,20000.0,39.98,80,2,190,0,F,Paris,1
4079,1,40000.0,2407.04,43,4,148,0,F,London,1
4080,3,40000.0,6010.16,50,5,95,0,F,Dunkerque,1
4081,2,70000.0,3911.5325,44,4,263,0,F,Wollongong,0
4082,1,20000.0,67.97,71,3,235,0,F,St. Leonards,1
4083,2,80000.0,62.27,46,3,241,0,F,Sydney,3
4084,3,90000.0,279.23,50,8,231,0,F,South Melbourne,3
4085,1,70000.0,2438.06,49,2,36,0,F,Burien,0
4086,2,80000.0,4509.8996,42,4,156,0,F,Melbourne,3
4087,1,130000.0,74.98,48,3,89,0,F,Darlinghurst,2
4088,2,30000.0,2973.9825,54,5,79,0,F,Colombes,1
4089,1,30000.0,39.99,53,2,183,1,M,Orleans,1
4090,1,40000.0,38.98,45,2,217,1,M,Salzgitter,1
4091,2,40000.0,1382.97,55,3,214,1,M,Saint Ouen,1
4092,1,70000.0,37.29,42,2,76,1,M,Coffs Harbour,0
4093,2,20000.0,1863.5682,61,4,237,1,M,Stuttgart,1
4094,2,110000.0,46.75,44,5,96,1,M,East Brisbane,3
4095,1,160000.0,2481.82,62,4,255,1,M,Warrington,2
4096,2,20000.0,1873.5782,64,3,8,1,M,Bellingham,1
4097,2,50000.0,5959.72,45,6,148,0,F,London,0
4098,2,20000.0,88.96,71,4,153,0,F,Malabar,1
4099,2,30000.0,4417.75,46,3,125,1,M,Ingolstadt,1
4100,3,130000.0,318.92,80,9,74,1,M,Cliffside,2
4101,3,160000.0,57.95,53,5,109,1,M,Geelong,2
4102,1,30000.0,162.99,56,2,162,1,M,Milton Keynes,1
4103,1,40000.0,89.97,46,3,194,1,M,Poing,1
4104,1,20000.0,67.49,40,2,210,1,M,Runcorn,1
4105,1,40000.0,38.98,44,2,105,0,F,Frankfurt,1
4106,1,40000.0,21.49,47,1,11,0,F,Berks,1
